surface	surface_slp1	depth	freq	band	members	members_ru	ladder_tails	rungs_json
satyavacanam	satyavacanam	2	7	редкие	satya|vacana	правду|слова	vacana|satya-vacana	"[{""step"": 1, ""member"": ""vacana"", ""ru"": ""слова"", ""ru_variants"": [""слова"", ""слово"", ""речь""], ""tail"": ""vacana"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""satya"", ""ru"": ""правду"", ""ru_variants"": [""правду"", ""истина"", ""правда""], ""tail"": ""satya-vacana"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
satyavratā	satyavratA	2	7	редкие	satya|vrata	правду|обет	vrata|satya-vrata	"[{""step"": 1, ""member"": ""vrata"", ""ru"": ""обет"", ""ru_variants"": [""обет"", ""обеты"", ""заветы""], ""tail"": ""vrata"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""satya"", ""ru"": ""правду"", ""ru_variants"": [""правду"", ""истина"", ""правда""], ""tail"": ""satya-vrata"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
satyavākyaṁ	satyavAkyaṁ	2	7	редкие	satya|vākya	правду|слова	vākya|satya-vākya	"[{""step"": 1, ""member"": ""vākya"", ""ru"": ""слова"", ""ru_variants"": [""слова"", ""слово"", ""речь""], ""tail"": ""vākya"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""satya"", ""ru"": ""правду"", ""ru_variants"": [""правду"", ""истина"", ""правда""], ""tail"": ""satya-vākya"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
siddhido	sidDido	2	7	редкие	siddhi|da	совершенства|дай	da|siddhi-da	"[{""step"": 1, ""member"": ""da"", ""ru"": ""дай"", ""ru_variants"": [""дай"", ""дает"", ""дать""], ""tail"": ""da"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""siddhi"", ""ru"": ""совершенства"", ""ru_variants"": [""совершенства"", ""совершенство"", ""успех""], ""tail"": ""siddhi-da"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
siddhikarī	sidDikarI	2	7	редкие	siddhi|kara	совершенства|руки	kara|siddhi-kara	"[{""step"": 1, ""member"": ""kara"", ""ru"": ""руки"", ""ru_variants"": [""руки"", ""рука"", ""рукой""], ""tail"": ""kara"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""siddhi"", ""ru"": ""совершенства"", ""ru_variants"": [""совершенства"", ""совершенство"", ""успех""], ""tail"": ""siddhi-kara"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sitāyuktaṁ	sitAyuktaṁ	2	7	редкие	sitā|yukta	сахар|Стремящійся	yukta|sitā-yukta	"[{""step"": 1, ""member"": ""yukta"", ""ru"": ""Стремящійся"", ""ru_variants"": [""Стремящійся"", ""Уравновешенный Йогой"", ""занятый йогой постоянного памятования""], ""tail"": ""yukta"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sitā"", ""ru"": ""сахар"", ""ru_variants"": [""сахар"", ""связаны""], ""tail"": ""sitā-yukta"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
snuhīpayaḥ	snuhIpayaH	2	7	редкие	snuhī|payas	молочая|молоко	payas|snuhī-payas	"[{""step"": 1, ""member"": ""payas"", ""ru"": ""молоко"", ""ru_variants"": [""молоко"", ""молоком"", ""молока""], ""tail"": ""payas"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""snuhī"", ""ru"": ""молочая"", ""ru_variants"": [""молочая"", ""молочай""], ""tail"": ""snuhī-payas"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
snāyuśatāni	snAyuSatAni	2	7	редкие	snāyu|śata	жил|сто	śata|snāyu-śata	"[{""step"": 1, ""member"": ""śata"", ""ru"": ""сто"", ""ru_variants"": [""сто"", ""сотню"", ""сотни""], ""tail"": ""śata"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""snāyu"", ""ru"": ""жил"", ""ru_variants"": [""жил"", ""сухожилия"", ""жилы""], ""tail"": ""snāyu-śata"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sthitipadaṁ	sTitipadaṁ	2	7	редкие	sthiti|pada	состояние|след	pada|sthiti-pada	"[{""step"": 1, ""member"": ""pada"", ""ru"": ""след"", ""ru_variants"": [""след"", ""обитель"", ""состояние""], ""tail"": ""pada"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sthiti"", ""ru"": ""состояние"", ""ru_variants"": [""состояние"", ""пребывание"", ""правило""], ""tail"": ""sthiti-pada"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sthānāsanābhyāṁ	sTAnAsanAByAṁ	2	7	редкие	sthāna|āsana	место|сиденье	āsana|sthāna-āsana	"[{""step"": 1, ""member"": ""āsana"", ""ru"": ""сиденье"", ""ru_variants"": [""сиденье"", ""сидение"", ""асана""], ""tail"": ""āsana"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sthāna"", ""ru"": ""место"", ""ru_variants"": [""место"", ""обитель"", ""места""], ""tail"": ""sthāna-āsana"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
strījanaṁ	strIjanaṁ	2	7	редкие	strī|jana	женщины|люди	jana|strī-jana	"[{""step"": 1, ""member"": ""jana"", ""ru"": ""люди"", ""ru_variants"": [""люди"", ""людей"", ""человек""], ""tail"": ""jana"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""strī"", ""ru"": ""женщины"", ""ru_variants"": [""женщины"", ""женщин"", ""женщина""], ""tail"": ""strī-jana"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
strītvam	strItvam	2	7	редкие	strī|tva	женщины|ты	tva|strī-tva	"[{""step"": 1, ""member"": ""tva"", ""ru"": ""ты"", ""ru_variants"": [""ты"", ""Ты"", ""тебя""], ""tail"": ""tva"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""strī"", ""ru"": ""женщины"", ""ru_variants"": [""женщины"", ""женщин"", ""женщина""], ""tail"": ""strī-tva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
suhṛjjanam	suhfjjanam	2	7	редкие	suhṛd|jana	друзей|люди	jana|suhṛd-jana	"[{""step"": 1, ""member"": ""jana"", ""ru"": ""люди"", ""ru_variants"": [""люди"", ""людей"", ""человек""], ""tail"": ""jana"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""suhṛd"", ""ru"": ""друзей"", ""ru_variants"": [""друзей"", ""друзья"", ""друг""], ""tail"": ""suhṛd-jana"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhadaḥ	suKadaH	2	7	редкие	sukha|da	счастье|дай	da|sukha-da	"[{""step"": 1, ""member"": ""da"", ""ru"": ""дай"", ""ru_variants"": [""дай"", ""дает"", ""дать""], ""tail"": ""da"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-da"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhadaṁ	suKadaṁ	2	7	редкие	sukha|da	счастье|дай	da|sukha-da	"[{""step"": 1, ""member"": ""da"", ""ru"": ""дай"", ""ru_variants"": [""дай"", ""дает"", ""дать""], ""tail"": ""da"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-da"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhaduḥkhaṁ	suKaduHKaṁ	2	7	редкие	sukha|duḥkha	счастье|горе	duḥkha|sukha-duḥkha	"[{""step"": 1, ""member"": ""duḥkha"", ""ru"": ""горе"", ""ru_variants"": [""горе"", ""страдание"", ""страдания""], ""tail"": ""duḥkha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-duḥkha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukṛtaduṣkṛte	sukftaduzkfte	2	7	редкие	sukṛta|duṣkṛta	благого деяния|грех	duṣkṛta|sukṛta-duṣkṛta	"[{""step"": 1, ""member"": ""duṣkṛta"", ""ru"": ""грех"", ""ru_variants"": [""грех"", ""дурных"", ""для злодея""], ""tail"": ""duṣkṛta"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukṛta"", ""ru"": ""благого деяния"", ""ru_variants"": [""благого деяния"", ""благочестивого"", ""добрые дела""], ""tail"": ""sukṛta-duṣkṛta"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
suragaṇān	suragaRAn	2	7	редкие	sura|gaṇa	боги|сонмы	gaṇa|sura-gaṇa	"[{""step"": 1, ""member"": ""gaṇa"", ""ru"": ""сонмы"", ""ru_variants"": [""сонмы"", ""толпы"", ""группа""], ""tail"": ""gaṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sura"", ""ru"": ""боги"", ""ru_variants"": [""боги"", ""богов"", ""богами""], ""tail"": ""sura-gaṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
surendrasya	surendrasya	2	7	редкие	sura|indra	боги|Индра	indra|sura-indra	"[{""step"": 1, ""member"": ""indra"", ""ru"": ""Индра"", ""ru_variants"": [""Индра"", ""Индры"", ""Индру""], ""tail"": ""indra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sura"", ""ru"": ""боги"", ""ru_variants"": [""боги"", ""богов"", ""богами""], ""tail"": ""sura-indra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
surāsurāṇām	surAsurARAm	2	7	редкие	sura|asura	боги|асуров	asura|sura-asura	"[{""step"": 1, ""member"": ""asura"", ""ru"": ""асуров"", ""ru_variants"": [""асуров"", ""асуры"", ""Асуры""], ""tail"": ""asura"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sura"", ""ru"": ""боги"", ""ru_variants"": [""боги"", ""богов"", ""богами""], ""tail"": ""sura-asura"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
suvarṇalakṣāḥ	suvarRalakzAH	2	7	редкие	suvarṇa|lakṣa	золото|славу	lakṣa|suvarṇa-lakṣa	"[{""step"": 1, ""member"": ""lakṣa"", ""ru"": ""славу"", ""ru_variants"": [""славу"", ""ставку"", ""сто тысяч""], ""tail"": ""lakṣa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""suvarṇa"", ""ru"": ""золото"", ""ru_variants"": [""золото"", ""золота"", ""золотом""], ""tail"": ""suvarṇa-lakṣa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svadeśaṁ	svadeSaṁ	2	7	редкие	sva|deśa	свой|место	deśa|sva-deśa	"[{""step"": 1, ""member"": ""deśa"", ""ru"": ""место"", ""ru_variants"": [""место"", ""месте"", ""места""], ""tail"": ""deśa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-deśa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svadharmaḥ	svaDarmaH	2	7	редкие	sva|dharma	свой|дхарма	dharma|sva-dharma	"[{""step"": 1, ""member"": ""dharma"", ""ru"": ""дхарма"", ""ru_variants"": [""дхарма"", ""дхармы"", ""закон""], ""tail"": ""dharma"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-dharma"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svaguṇair	svaguREr	2	7	редкие	sva|guṇa	свой|гуны	guṇa|sva-guṇa	"[{""step"": 1, ""member"": ""guṇa"", ""ru"": ""гуны"", ""ru_variants"": [""гуны"", ""гун"", ""достоинства""], ""tail"": ""guṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-guṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svajanaḥ	svajanaH	2	7	редкие	sva|jana	свой|люди	jana|sva-jana	"[{""step"": 1, ""member"": ""jana"", ""ru"": ""люди"", ""ru_variants"": [""люди"", ""людей"", ""человек""], ""tail"": ""jana"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-jana"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svargavāsaṁ	svargavAsaṁ	2	7	редкие	svarga|vāsa	небо|жить	vāsa|svarga-vāsa	"[{""step"": 1, ""member"": ""vāsa"", ""ru"": ""жить"", ""ru_variants"": [""жить"", ""жизнь"", ""жизни""], ""tail"": ""vāsa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""svarga"", ""ru"": ""небо"", ""ru_variants"": [""небо"", ""неба"", ""небеса""], ""tail"": ""svarga-vāsa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
