L_id	k1	hom	verdict	mw_realcite	corpus_hit	also_in_pw_same_source	pwg_text_sibling	n_kosa	present_in	novel_kosa	pwg_cited_sources
45581	pIluka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H
45583	pIlunI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	RATNAM|ŚKDR
45584	pIlupattra		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
45585	pIluparRI		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	AK|H|MED
45600	pIvA		kosa-corroborated	0		0	0	2	vcp|skd|mw|ap90|ap	vcp	ŚKDR
45607	puMyuj		text-attested	1		1	0	0	mw|pw		H
45609	puMratna		text-attested	1		1	0	0	mw|pw		Spr
45617	puMvatsa	2	text-attested	1		1	1	1	vcp|mw|pw	vcp	Verz
45618	puMvfza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR|TRIK|ŚABDAM|ŚKDR
45621	puMScalIya		text-attested	1		1	0	0	mw|pw		Spr
45623	puMScihna		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
45627	puMsa		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	Verz
45637	puMsti		text-attested	1		1	0	0	mw|pw		Ind
45648	puNKita		dict-lexical	0		1	0	0	mw|pw		Spr
45649	puNKilatIrTa		text-attested	1		1	0	0	mw|pw		Verz
45650	puMKewa		dict-lexical	0		1	0	0	mw|pw		Ind
45652	puNga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
45653	puNgala		dict-lexical	0		1	0	0	mw|pw		ŚKDR
45658	pucCawi		kosa-corroborated	0		0	0	1	vcp|mw	vcp	TRIK
45659	pucCadA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
45664	pucCin		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	RĀJAN|ŚABDAC|ŚKDR
45670	puYjarAja		text-attested	1		1	0	0	mw|pw		COLEBR|Verz
45672	puYjAtuka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
45674	puYjika		dict-lexical	0		0	0	0	mw		H
45683	puwakanda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45685	puwagrIva		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|MED
45688	puwaBeda		text-attested	1		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	AK|H|HALĀY|MED|WILS
45693	puwowaja		kosa-corroborated	0		0	0	2	vcp|skd|mw	skd|vcp	HĀR|TRIK
45694	puwodaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
45701	puRqa		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	JAṬĀDH|ŚKDR
45702	puRqarin		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
45709	puRqarya		dict-lexical	0		1	0	0	mw|pw		AK
45713	puRqrakeli		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
45716	puRQra		dict-lexical	0		1	0	0	mw|pw		Verz
45733	puRyatfRa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45737	puRyanATa		text-attested	1		1	0	0	mw|pw		Verz
45741	puRyaprasava		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN|VYUTP
45743	puRyaPala	2	text-attested	1		1	1	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
45746	puRyaBAj		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
45748	puRyaBU		kosa-corroborated	0		1	0	1	mw|pw|abch		H
45749	puRyaBUmi		text-attested	1		1	0	1	vcp|mw|pw	vcp	AK
45760	puRyaSAlA		dict-lexical	0		1	0	0	mw|ap|pw		Ind
45765	puRyasAra		text-attested	1		1	0	0	mw|pw		Z
45766	puRyasundara		text-attested	1		1	0	0	mw|pw		Verz
45768	puRyastamBakara		text-attested	1		1	0	0	mw|pw		Verz
45770	puRyAtman		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	Spr
45777	puta		text-attested	1		1	0	0	mw|pw		COLEBR|H|HALĀY|Ind|WEBER
45778	putArikA		kosa-corroborated	0		0	0	1	acph	acph	H
45780	puttala		text-attested	1		1	0	0	mw|pw		MED|Verz|ŚKDR
45784	putrakandA		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45799	putradA		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45800	putradAtrI		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45805	putrapradA		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45807	putraBadrA		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45811	putravaDU		kosa-corroborated	0		1	0	1	armh|mw|pw	armh	HALĀY
45815	putraSfNgI		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45819	putrasaMgraha		dict-lexical	0		1	0	0	mw|pw		Ind
45820	putrasU		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
45824	putrAnnAda		dict-lexical	0		1	0	0	mw|pw		TRIK
45826	putrikAprasU		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
45835	putrezwi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	JAṬĀDH|ŚKDR
45841	puddala		dict-lexical	0		1	0	0	mw|pw		AK|COLEBR
45847	punaHpunA		text-attested	1		1	0	2	vcp|skd|mw|ap|pw	vcp	HALL|Verz|ŚKDR
45848	punaHpratyupakAra		text-attested	1		1	0	0	mw|pw		Spr
45876	punaruktajanman		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
45881	punarutpatti		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	COLEBR
45902	punarBavin		text-attested	1		1	0	1	mw|ap|pw|abch		H|WILS|ŚKDR
45906	punarBoga		text-attested	1		1	0	0	mw|pw		COLEBR
45911	punaryAtrA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚKDR
45942	puMDvaja		dict-lexical	0		1	0	0	mw|pw		H
45945	puMnAwa		text-attested	1		1	0	0	mw|pw		RĀJAN|ŚKDR
45950	pupPula		dict-lexical	0		1	0	0	mw|pw		ŚKDR
45951	pupPusa		dict-lexical	0		1	0	0	mw|pw		H|VYUTP|WILS|ŚKDR
45954	pumapatya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
45959	puMBUman		pwg-unique	0		1	0	0	pw		AK|TRIK
45975	purajyotis		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	WILS|ŚABDĀRTHAK
45978	puraYjara		dict-lexical	0		1	0	0	mw|pw		WILS|ŚABDĀRTHAK
45981	puratawI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	HĀR
45985	puraMda		dict-lexical	0		1	0	0	mw|pw		WILSON|ŚABDĀRTHAK
45994	puraBid		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	H
46001	puralA		kosa-corroborated	0		0	0	2	vcp|mw|ap90|ap|acph	acph|vcp	H
46006	puraSCada		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILSON|ŚABDAC|ŚABDĀRTHAK|ŚKDR
46008	purasaMskAra		kosa-corroborated	0		1	0	1	vcp|pw	vcp	HĀR
46031	purAwaNka		text-attested	1		1	0	0	mw|pw		Verz
46036	purARaga		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	H|TRIK
46037	purARapuruza		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	H|TRIK|Verz
46042	purARAnta		kosa-corroborated	0		1	0	2	vcp|mw|pw|acph	acph|vcp	H
46045	purAtala		dict-lexical	0		1	0	0	mw|pw		WILS|ŚABDĀRTHAK
46051	purArDavistara		text-attested	1		1	0	1	mw|pw|abch		H|WILSON|ŚKDR
46053	purAvasu		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
46057	purAsinI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
46058	purAsuhfd		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	H
46061	puritat		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|COLEBR
46067	purImoha		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
46070	purIzama		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
46081	purukutsava		text-attested	1		1	0	0	mw|pw		ŚKDR
46095	purut		pwg-unique	0		1	0	0	pw		TRIK
46098	puruda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILSON|ŚABDĀRTHAK
46099	purudaMSaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
46134	purumahna		pwg-unique	0		1	0	0	pw		Ind
46164	puruzagati		text-attested	1		1	0	0	mw|pw		Ind
46174	puruzadantikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
46180	puruzapuRqarIka		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	H
46201	puruzavrata		text-attested	1		1	0	0	mw|pw		Ind|ebend
46205	puruzasiMha		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	H
46213	puruzAdya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILS|ŚKDR
46216	puruzAntarAtman		dict-lexical	0		1	0	0	mw|pw		Ind
46221	puruzASin		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	WILS
46222	puruzAsTimAlin		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	H
46232	puruha		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	AK|H
46234	puruhu		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		AK|ŚKDR
46251	purogati		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
46256	purogAmin		kosa-corroborated	0		1	0	3	mw|ap|pw|abch|acph|nmmb	acph|nmmb	AK|H
46263	purowi		text-attested	1		1	0	1	vcp|mw|pw	vcp	HĀR|TRIK|WILSON
46267	puroqASIya		text-attested	1		1	1	1	vcp|mw|pw	vcp	Ind
46270	purodBavA		kosa-corroborated	0		1	0	2	vcp|skd|pw	vcp	RATNAM|ŚKDR
46310	pulakANga		dict-lexical	0		1	0	0	mw|pw		WILS|ŚABDĀRTHAK
46311	pulakAlaya		dict-lexical	0		1	0	0	mw|pw		WILS|ŚABDĀRTHAK
46313	pulakin		text-attested	1		1	0	1	vcp|mw|ap90|ap|pw	vcp	RĀJAN|ŚKDR
46320	pulAkin		kosa-corroborated	0		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	H
46322	pulAyita		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK|WILSON|ŚKDR
46329	pulirika		dict-lexical	0		1	0	0	mw|pw		WILS|ŚABDĀRTHAK
46337	pulomahI		dict-lexical	0		1	0	0	mw|pw		NIGH
46341	pulla		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILSON|ŚABDĀRTHAK
46342	pullaka		pwg-unique	0		0	0	0			H
46347	puza		text-attested	1		1	0	2	vcp|skd|mw|pw	vcp	ŚABDAC|ŚKDR
46354	puzkaraparRI	2	dict-lexical	0		1	0	0	mw|pw		NIGH|ebend
46355	puzkarapriya		dict-lexical	0		1	0	0	mw|pw		NIGH
46359	puzkaramUlaka		dict-lexical	0		1	0	0	mw|pw		TRIK
46360	puzkaravyAGra		dict-lexical	0		1	0	0	mw|pw		NIGH
46362	puzkaraSikA		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
46364	puzkarasAgara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	NIGH
46366	puzkarasArin		text-attested	0	bhs	1	0	0	mw|bhs|pw		BURN
46372	puzkarAKya		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
46373	puzkarANGrija		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	NIGH
46379	puzkarAhvaya		dict-lexical	0		1	0	0	mw|pw		NIGH|RĀJAN|ŚKDR
46394	puzwika		text-attested	1		1	0	0	mw|pw		Verz
46397	puzwikA		kosa-corroborated	0		0	0	2	vcp|skd|mw|ap90|ap	vcp	RĀJAN|ŚKDR
46398	puzwikAnta		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
46412	puzpakaraRqinI		kosa-corroborated	0		1	0	2	skd|mw|ap|pw|abch	skd	H
46414	puzpakAra		dict-lexical	0		1	0	0	mw|pw		Ind
46417	puzpakIwa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK|WILS|ŚKDR
46418	puzpaketana		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
46420	puzpagaRqikA		text-attested	1		1	1	0	mw|ap|pw		WILSON
46423	puzpaGAtaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	Z|ŚABDAM|ŚKDR
46426	puzpacAmara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK|ŚABDAM|ŚKDR
46429	puzpada		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
46432	puzpadantaka		kosa-corroborated	0		1	0	1	vcp|pw	vcp	ŚABDAR|ŚKDR
46433	puzpadantatIrTa		text-attested	1		1	0	0	mw|pw		Verz
46435	puzpadAman		text-attested	1		1	0	2	vcp|mw|ap|pw|abch	vcp	COLEBR|H|Spr
46436	puzpadrava		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|WILSON|ŚKDR
46437	puzpadruma		dict-lexical	0		0	0	0	mw		VYUTP
46442	puzpaDvaja		text-attested	0	bhs	1	0	0	mw|bhs|pw		H
46444	puzpanikza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILSON|ŚABDAC|ŚKDR
46445	puzpaniryAsa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|WILSON|ŚKDR
46448	puzpapattra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HALĀY
46450	puzpapaTa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
46452	puzpapuwa		text-attested	1	bhs	1	0	0	mw|bhs|pw		VYUTP|Verz
46457	puzpaPala	1	text-attested	1		1	0	1	vcp|mw|pw	vcp	Ind|Spr
46458	puzpaPala	2	text-attested	1		1	0	1	vcp|mw|pw	vcp	AK|HĀR|ŚABDAM|ŚKDR
46462	puzpaBadrA		text-attested	1		0	1	0	mw		Verz
46463	puzpaBava		text-attested	1		1	0	0	mw|pw		WILSON
46465	puzpaBerotsa		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
46466	puzpamaYjarikA		text-attested	1		1	0	0	mw|ap|pw		WILSON
46473	puzparajas		kosa-corroborated	0		1	0	3	armh|vcp|mw|ap|pw|acph	acph|armh|vcp	H
46475	puzparasa		kosa-corroborated	0		1	0	2	armh|vcp|mw|pw	armh|vcp	AK|HALĀY
46476	puzparasAhvaya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46478	puzparAja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46480	puzparocana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
46481	puzpalaka		kosa-corroborated	0		1	0	2	armh|mw|pw|abch	armh	H|HALĀY
46483	puzpalAvin		pwg-unique	0		1	0	0	pw		H
46486	puzpalih		text-attested	1		1	0	3	armh|vcp|mw|ap|pw|abch	armh|vcp	AK|H|HALĀY|TRIK
46487	puzpavawuka		pwg-unique	0		0	0	0			Verz
46488	puzpavat		text-attested	1	gra	1	0	1	vcp|mw|gra|ap90|ap|pw	vcp	Spr
46493	puzpavAhana		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
46495	puzpavfkza		dict-lexical	0		1	0	0	mw|pw		VYUTP
46498	puzpaSakawI		text-attested	1		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	HĀR|TRIK
46501	puzpaSara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILSON|ŚKDR
46502	puzpaSarAsana		text-attested	1		1	0	1	vcp|mw|pw	vcp	WILSON|ŚKDR
46503	puzpaSUnya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46505	puzpasa		kosa-corroborated	0		1	0	1	mw|pw|abch		H
46506	puzpasamaya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
46507	puzpasADAraRa		kosa-corroborated	0		0	0	1	mw|acph	acph	H
46509	puzpasAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46510	puzpasArA		text-attested	1		1	0	0	mw|ap|pw		Verz
46511	puzpasUtra		dict-lexical	0		1	0	0	mw|pw		Ind
46512	puzpasOraBA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
46514	puzpasveda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46517	puzpahIna		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|HALĀY|ŚABDAC|ŚKDR
46519	puzpAkaradeva		text-attested	1		1	0	0	mw|pw		Verz
46521	puzpAjIva		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H|JAṬĀDH|ŚKDR
46522	puzpAYjana		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
46528	puzpAmbuja		kosa-corroborated	0		0	0	1	vcp	vcp	RĀJAN|ŚKDR
46532	puzpAvatI		text-attested	1	bhs	0	0	0	mw|bhs		Verz
46536	puzpAstra		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H|ŚABDAR|ŚKDR
46537	puzpAhvA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
46548	puzyaDarman		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
46551	puzyayaSas		dict-lexical	0		1	0	0	mw|pw		Ind
46555	puzyasnAna		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
46556	puzyABizeka		text-attested	1		1	0	0	mw|pw		Verz|ebend
46567	pUgapAtra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR|WILS|ŚKDR
46568	pUgapIWa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
46569	pUgapuzpikA		kosa-corroborated	0		0	0	2	vcp|skd|mw|ap	skd|vcp	TRIK
46570	pUgarowa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK|WILS|ŚKDR
46580	pUjAKaRqa		dict-lexical	0		1	0	0	mw|pw		BURN
46581	pUjApradIpa		dict-lexical	0		1	0	0	mw|pw		Verz
46590	pUta		text-attested	1	bhs	1	0	2	vcp|mw|bhs|ap90|ap|pw|abch	vcp	H|RĀJAN|ŚKDR
46594	pUtaganDa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46595	pUtatfRa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46598	pUtadru		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46599	pUtaDAnya		text-attested	1		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46603	pUtaPala		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46613	pUtikaraja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
46616	pUtikAmuKa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
46617	pUtikAzWa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|H|MED|ŚABDAC|ŚKDR
46619	pUtikeSvaratIrTa		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
46621	pUtiganDa	2	text-attested	1		1	1	1	vcp|mw|ap|pw	vcp	AK|RĀJAN|WILSON|ŚKDR
46623	pUtiganDika		kosa-corroborated	0		1	0	1	mw|ap|pw|abch		H|RĀJAN|ŚKDR
46625	pUtitElA		kosa-corroborated	0		1	0	1	skd|mw|ap|pw	skd	RATNAM
46630	pUtipattra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46631	pUtipuzpikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	RATNAM
46632	pUtiPala		pwg-unique	0		0	0	0			AK|RATNAM|ŚKDR
46633	pUtimayUrikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
46635	pUtimukta		text-attested	0	bhs	1	0	0	mw|bhs|pw		VYUTP
46637	pUtimeda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46641	pUtivfkza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM
46642	pUtiSArijA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	TRIK
46645	pUtIkaraYja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM|ŚKDR
46648	pUtkArI		text-attested	1		1	0	0	mw|ap90|ap|pw		WILSON|ŚABDĀRTHAK
46655	pUpalA		text-attested	1		1	0	1	vcp|mw|ap90|ap|pw	vcp	H
46656	pUpalikA		kosa-corroborated	0		1	1	1	armh|mw|pw	armh	HALĀY
46657	pUpalI		kosa-corroborated	0		1	0	1	skd|mw|ap90|ap|pw	skd	H
46660	pUpAlI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap90|ap|pw	skd|vcp	TRIK
46661	pUpAzwakA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚKDR
46662	pUpikA		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap90|ap|pw|abch	skd|vcp	H
46666	pUyana		dict-lexical	0		1	0	0	mw|pw		ŚABDAC|ŚKDR
46670	pUyAri		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46677	pUraRakASyapa		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN|VYUTP
46681	pUrAmla		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46688	pUrRakaMsa		dict-lexical	0		1	0	0	mw|pw		Ind
46692	pUrRakAraRa		text-attested	1		1	0	0	mw|pw		Verz
46697	pUrRakozWA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
46703	pUrRadeva		text-attested	1		1	0	0	mw|pw		Verz
46706	pUrRabIja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
46708	pUrRamA		text-attested	0	bhs	1	0	2	vcp|skd|mw|bhs|ap90|ap|pw	vcp	AK|ŚKDR
46718	pUrRavEnASika		text-attested	1		1	0	1	vcp|mw|pw	vcp	COLEBR
46723	pUrRAnaka		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H|HĀR|MED|TRIK|WILS|ŚABDĀRTHAK
46724	pUrRAmftA		text-attested	1		1	0	0	mw|ap|pw		Verz
46735	pUrRimAsI		dict-lexical	0		1	0	0	mw|ap90|ap|pw		AK
46740	pUrRodarA		text-attested	1		1	0	0	mw|pw		Verz
46746	pUrdvAr		dict-lexical	0		1	0	0	mw|ap|pw		AK
46747	pUrdvAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|H
46762	pUrvakAla	1	text-attested	1		1	1	0	mw|ap|pw		VYUTP
46768	pUrvakowi		text-attested	1	bhs	1	0	1	vcp|mw|bhs|pw	vcp	VYUTP
46773	pUrvaMgama		text-attested	1	bhs	1	0	0	mw|bhs|ap90|ap|pw		VYUTP
46784	pUrvajina		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
46788	pUrvatApanIya		text-attested	1		1	0	0	mw|pw		COLEBR
46794	pUrvadikpati		kosa-corroborated	0		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	H|HALĀY
46795	pUrvadigISa		dict-lexical	0		1	0	0	mw|pw		H
46796	pUrvadina		text-attested	1		0	0	0	mw		Verz
46806	pUrvanivAsAnusmfti		text-attested	1		1	0	0	mw|pw		BURN
46814	pUrvaparvata		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
46832	pUrvaBadrapadA		kosa-corroborated	0		0	0	1	vcp|ap	vcp	COLEBR|H|VYUTP|ŚKDR
46842	pUrvayakza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
46857	pUrvavAda		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
46866	pUrvaSEla		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	BURN|JAṬĀDH|VYUTP|ŚKDR
46880	pUrvAcala		text-attested	1		1	0	0	mw|pw		Verz
46881	pUrvAtiTa		text-attested	1		1	0	0	mw|pw		Ind
46882	pUrvAtiTi		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
46886	pUrvAnuyoga		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
46887	pUrvAnta		text-attested	0	bhs	1	0	0	mw|bhs|pw		Ind|VYUTP
46896	pUrvAByAsa		dict-lexical	0		1	0	0	mw|pw		Spr
46903	pUrvArDakAya		text-attested	1		1	0	0	mw|pw		VYUTP
46921	pUrvetara		dict-lexical	0		1	0	0	mw|ap|pw		H
46933	pUlikA		kosa-corroborated	0		0	0	2	vcp|ap90|ap|abch	vcp	H
46936	pUza		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	AK|Verz
46937	pUzaka		kosa-corroborated	0		1	0	1	vcp|pw	vcp	RĀJAN|ŚKDR
46940	pUzadantahara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H
46943	pUzaBAsA		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	JAṬĀDH|Verz|ŚKDR
46944	pUzamitra		dict-lexical	0		1	0	0	mw|pw		Ind
46947	pUzAsuhfd		kosa-corroborated	0		1	0	1	mw|ap|pw|abch		H
46949	pfkkA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	RATNAM|TRIK
46950	pfkta		text-attested	1		1	0	1	vcp|mw|ap90|ap|pw	vcp	H
46951	pfkti		kosa-corroborated	0		0	0	1	vcp|mw	vcp	AK
46952	pfkTa		kosa-corroborated	0		1	0	2	armh|mw|pw|abch	armh	H|HALĀY
46989	pfTakzetra		pwg-unique	0		0	0	0			ŚKDR
46990	pfTakcara		text-attested	1		0	0	0	mw|ap		TRIK
46992	pfTaktvacA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	RATNAM
46996	pfTagAtmatA		text-attested	1		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	AK|H
46997	pfTagAtmikA		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	AK|H
46999	pfTagbIja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
47004	pfTagrUpa		kosa-corroborated	0		1	0	1	mw|ap|pw|acsj	acsj	H
47009	pfTAja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
