k1	verdict	independent_hits	in_mw	kosa_hits	in_pw_same_source
nIqaja	mw-only		1		1
nIqodBava	mw-only		1		1
nIrAKu	mw-only		1		1
nIrUpa	text-independent	ap	1		1
nIraDi	mw-only		1		1
nIraNga	pwg-unique				
nIrada	mw-only		1		1
nIrajana	pwg-unique				1
nIraniDi	mw-only		1		1
nIrapriya	mw-only		1		1
nIrata	text-independent	ap	1		1
nIreRuka	mw-only		1		1
nIrindu	mw-only		1		1
nIroga	text-independent	ap	1		1
nIsARa	pwg-unique				
nIsOra	pwg-unique				
nIta	text-independent	ap90|ap	1		1
nItiGoza	mw-only		1		1
nItimaYjarI	mw-only		1		
nItisAra	mw-only		1		1
nIvAka	mw-only		1		1
nIvan	mw-only		1		1
nIvra	text-independent	ap90|ap	1		1
nOdaRqa	mw-only		1		1
nOkAdaRqa	mw-only		1		1
nOkAkfzwa	mw-only		1		1
nOkAya	mw-only		1		1
nOka	mw-only		1		1
nOlika	mw-only		1		1
nOtArya	text-independent	ap	1		1
nOvAha	mw-only		1		1
nUda	mw-only		1		1
nUma	pwg-unique				
na	text-independent	ap90|ap|bhs|gra	1	skd	1
naBaHSvAsa	mw-only		1		1
naBaHketana	mw-only		1		1
naBaHkrAnta	mw-only		1		1
naBaHpAnTa	mw-only		1		1
naBaHprARa	mw-only		1		1
naBaHsTita	mw-only		1		1
naBaHsad	text-independent	ap	1		1
naBaHsarit	text-independent	ap	1	skd	1
naBaScakzus	text-independent	ap	1		1
naBaScamasa	mw-only		1		1
naBasaMgama	mw-only		1		1
naBoDUma	mw-only		1		1
naBoDvaja	mw-only		1		1
naBoduha	mw-only		1		1
naBodvIpa	mw-only		1		1
naBogaja	mw-only		1		1
naBolaya	mw-only		1		1
naBomaRi	mw-only		1		1
naBomaRqala	mw-only		1		1
naBombupa	mw-only		1		1
naBomudrA	mw-only		1		1
naBonadI	text-independent	ap	1	skd	1
naBorajas	text-independent	ap	1		1
naBoreRu	mw-only		1		
naBovawa	mw-only		1		
naGuza	mw-only		1		1
naHkzudra	text-independent	ap	1		1
naKANka	mw-only		1		1
naKASin	text-independent	ap	1		1
naKAli	mw-only		1		1
naKAlu	mw-only		1		1
naKAri	mw-only		1		1
naKaMpaca	text-independent	ap90|ap			1
naKaPalinI	mw-only		1		1
naKaSaNKa	mw-only		1		1
naKadAraRa	mw-only		1		1
naKagucCaPalA	mw-only		1		1
naKaka	text-independent	bhs	1		1
naKakuwwa	mw-only		1		1
naKanizpAva	pwg-unique				
naKapUrvikA	mw-only		1		
naKaparRI	mw-only		1	skd	1
naKapuYjaPalA	mw-only		1		1
naKapuzpI	mw-only		1	skd	1
naKarAhva	mw-only		1		1
naKarAyuDa	mw-only		1		1
naKaraYjanI	text-independent	ap	1	skd	1
naKavfkza	mw-only		1		1
naKaviza	mw-only		1		1
naNga	pwg-unique				
naSAka	mw-only		1		1
naSana	mw-only		1		1
naSitar	pwg-unique				1
naSyatprasUti	mw-only		1		1
naSyatprasUtikA	text-independent	ap90|ap	1	skd	1
nadIBava	mw-only		1		1
nadIdatta	text-independent	bhs	1		1
nadIkASyapa	text-independent	bhs	1		1
nadIkAnta	mw-only		1		1
nadIkUlapriya	mw-only		1		1
nadIkadamba	mw-only		1		1
nadInizpAva	mw-only		1		1
nadIsarja	mw-only		1		1
nadItarasTAna	mw-only		1		1
nadIvaNka	mw-only		1		
nadIvawa	mw-only		1		1
nada	text-independent	gra	1	skd	1
nadeyI	mw-only		1	skd	1
nadfSya	mw-only		1		1
nadyAmra	mw-only		1		1
nadyambujIvana	mw-only		1		1
nagADipa	mw-only		1		1
nagASraya	mw-only		1		1
nagAnikA	mw-only		1		1
nagApagA	text-independent	ap	1		1
nagAvAsa	mw-only		1		1
nagAwana	mw-only		1		1
nagOkas	mw-only		1		1
nagaBU	mw-only		1		1
nagaBid	text-independent	ap	1		1
nagaRA	mw-only		1	skd	1
nagaja	text-independent	ap	1		1
naganandinI	text-independent	ap	1	skd	1
naganimnagA	text-independent	ap	1		1
nagapati	mw-only		1		1
nagarIvaka	pwg-unique				
nagarOzaDi	mw-only		1		1
nagaradvAra	mw-only		1		1
nagarakowi	mw-only		1		1
nagaramustA	mw-only		1		1
nagarapati	mw-only		1		1
nagarotTA	mw-only		1	skd	1
nagasvarUpiRI	mw-only		1		1
nagnAwa	mw-only		1		1
nagnanIlapawAdika	mw-only		1		1
nahimAtra	mw-only		1		1
nahuzAKya	mw-only		1		1
nakAra	mw-only		1		1
naka	mw-only		1		1
nakra	mw-only		1		1
nakrahAraka	mw-only		1		1
nakramakzikA	text-independent	ap	1		1
nakrarAja	pwg-unique				1
nakta	text-independent	ap90|ap|gra	1		1
naktaMBAga	pwg-unique				1
naktacArin	text-independent	ap	1		1
naktaka	mw-only		1		1
naktamuKA	text-independent	ap	1	skd	1
nakuca	mw-only		1		1
nakulAQyA	kosa-only			skd	1
nakulISa	mw-only		1		1
nakula	text-independent	bhs	1		1
nakulaka	text-independent	bhs	1		1
nakulezwA	text-independent	ap	1	skd	1
nakuwa	mw-only		1		1
nakzatrADipa	mw-only		1		1
nakzatracakra	mw-only		1		1
nakzatrakAntivistAra	mw-only		1		1
nakzatramaRqala	mw-only		1		1
nakzatrapAWaka	mw-only		1		1
nakzatrapa	mw-only		1		1
nakzatrapuruza	mw-only		1		1
nakzatrasamuccaya	mw-only		1		1
nakzatravartman	text-independent	ap	1		1
nakzatravfzwi	mw-only		1		1
nakzatrezwi	mw-only		1		1
nala	text-independent	bhs	1	skd	1
nalacampU	mw-only		1		1
nalakIla	mw-only		1		1
nalaka	mw-only		1		1
nalakinI	text-independent	ap90|ap	1	skd	1
nalapawwikA	text-independent	ap	1	skd	1
nalapura	mw-only		1		1
naleSvaratIrTa	mw-only		1		1
nalinIpadmakoza	pwg-unique				
nalinIruha	mw-only		1		1
nalina	mw-only		1		1
nalineSaya	mw-only		1		1
nalita	mw-only		1		1
nalottama	mw-only		1		1
nalva	mw-only		1		1
nalvavartmaga	mw-only		1		
namAtra	text-independent	bhs	1		1
namEya	mw-only		1		1
namasyA	text-independent	ap|gra	1	skd	1
namata	text-independent	ap90|ap|bhs	1		1
nami	mw-only		1		1
namiTuna	pwg-unique				
namoguru	mw-only		1		1
namrIkfta	pwg-unique				
namratA	text-independent	ap90|ap	1		1
namrita	text-independent	ap90|ap	1		1
nanAnanatAyin	pwg-unique				1
nand	text-independent	ap|gra	1		1
nandAhradatIrTa	mw-only		1		1
nandAprAcI	pwg-unique				1
nandApurARa	mw-only		1		1
nandAtIrTa	mw-only		1		1
nandISa	mw-only		1		1
nandIka	mw-only		1		
nandIpura	mw-only		1		1
nandIsaras	text-independent	ap	1		1
nandIwa	mw-only		1		1
nanda	text-independent	bhs	1		1
nandaSarman	mw-only		1		1
nandaTu	mw-only		1		1
nandabalA	text-independent	bhs	1		1
nandagopitA	mw-only		1	skd	1
nandaki	mw-only		1		1
nandakiSora	mw-only		1		1
nandana	text-independent	ap|bhs	1		1
nandanaja	mw-only		1		1
nandanamAlA	mw-only		1	skd	1
nandanandanI	mw-only		1		
nandanandana	mw-only		1		1
nandapAla	mw-only		1		1
nandapadra	mw-only		1		1
nandaprayAga	mw-only		1		1
nandarAma	mw-only		1		1
nandavarDana	mw-only		1		1
nanderI	mw-only		1		1
nandiDarma	mw-only		1		1
nandikAcAryatantra	mw-only		1		1
nandika	text-independent	bhs	1		1
nandikeSa	mw-only		1		1
nandikeSvara	mw-only		1		1
nandimuKasuGoza	mw-only		1		1
nandinItIrTa	mw-only		1		1
nandinItanaya	mw-only		1		1
nandipurARa	mw-only		1		1
nandisPowa	pwg-unique				1
nandivfkza	mw-only		1		1
nandyAvarta	mw-only		1		1
nanu	text-independent	ap90|ap|gra	1	skd	1
naqaha	text-independent	ap90|ap	1		1
naqamIna	mw-only		1		1
naqaprAya	text-independent	ap	1		1
naqasaMhati	mw-only		1		1
naqvABU	mw-only		1		1
naqyA	text-independent	ap90|ap	1	skd	1
nar	text-independent	gra			1
narADAra	mw-only		1		1
narANga	mw-only		1		1
naraBU	mw-only		1		1
naraNga	mw-only		1		1
narabali	mw-only		1		1
narabrahmadeva	mw-only		1		1
naradatta	text-independent	bhs	1		1
naraharideva	mw-only		1		1
narakAmaya	mw-only		1		1
narakAntaka	mw-only		1		1
narakAri	mw-only		1		1
narakAvAsa	mw-only		1		1
narakIlaka	mw-only		1		1
narakaBUmi	mw-only		1		1
narakadevatA	text-independent	ap	1	skd	1
narakajit	text-independent	ap	1	skd	1
narakakuRqa	mw-only		1		1
narakeSarin	text-independent	ap			
naramAlinI	text-independent	ap	1	skd	1
naramAnikA	text-independent	ap	1	skd	1
naramAninI	text-independent	ap	1	skd	1
naranAyaka	mw-only		1		
narapati	mw-only		1		1
narapriya	mw-only		1		1
narasAra	mw-only		1		1
narasiMhasarasvatI	pwg-unique				1
naratrowakAcArya	mw-only		1		1
naravAhana	text-independent	bhs	1		1
naravizvaRa	mw-only		1		1
nardawaka	mw-only		1		1
nareSvaraviveka	mw-only		1		1
narendrAcArya	mw-only		1		
narendrAhva	mw-only		1		1
narkuwaka	mw-only		1		1
narmaWa	mw-only		1		1
narmadeSvara	mw-only		1		1
narmakIla	mw-only		1		1
narmarA	text-independent	ap90|ap	1		1
narmawa	mw-only		1		1
nartU	mw-only		1		1
nartakaka	mw-only		1		1
nartanapriya	mw-only		1		1
nasparSana	mw-only		1		1
nastaka	mw-only		1		1
nastakaraRa	text-independent	bhs	1		1
nastita	text-independent	ap90|ap	1		1
nastota	mw-only		1		1
natANgI	text-independent	ap	1	skd	1
natadruma	mw-only		1		1
natanAqI	text-independent	ap	1		1
navANgA	mw-only		1	skd	1
navANkura	mw-only		1		1
navAha	mw-only		1		1
navAnagara	pwg-unique				1
navAnna	mw-only		1		1
navArcis	text-independent	ap	1		1
navAsra	pwg-unique				
navIna	text-independent	ap90|ap	1		1
nava	text-independent	ap90|ap|bhs|gra	1	skd	1
navaPalikA	text-independent	ap	1	skd	1
navaSakti	mw-only		1		1
navaSrAdDa	mw-only		1		1
navacCAtta	pwg-unique				
navacakra	pwg-unique				1
navadIDiti	mw-only		1		1
navadurgA	text-independent	ap	1	skd	1
navagraha	mw-only		1		1
navakAlidAsa	mw-only		1		1
navakAlikA	text-independent	ap	1	skd	
navakAnta	text-independent	bhs			1
navakArikA	text-independent	ap	1	skd	1
navakaRqikABAzya	pwg-unique				
navamAMSa	mw-only		1		1
navamAlinI	mw-only		1		1
navanI	text-independent	ap	1	skd	1
navanItagaRapati	mw-only		1		1
navanItaka	mw-only		1		1
navapattrikA	mw-only		1		1
navara	text-independent	bhs	1		1
navaraNga	mw-only		1		1
navarajas	text-independent	ap	1		1
navaram	text-independent	ap	1		1
navaratna	mw-only		1		1
navasAhasANkacarita	mw-only		1		1
navasUtikA	mw-only		1	skd	1
navastoBa	mw-only		1		1
navata	text-independent	ap90|ap	1		1
navatattva	mw-only		1		1
navatikA	text-independent	ap90|ap	1	skd	1
navavarikA	text-independent	ap	1	skd	1
navavyUha	mw-only		1		1
navayOvana	mw-only		1		1
navayogakallola	mw-only		1		1
navipulA	pwg-unique				1
navodDfta	mw-only		1		1
naw	text-independent	ap90|ap	1		1
nawAntikA	text-independent	ap	1	skd	1
nawa	text-independent	bhs	1	skd	1
nawaBUzaRa	mw-only		1		1
nawaBawikavihAra	mw-only		1		1
nawagati	mw-only		1		1
nawamaRqana	mw-only		1		1
nawanArAyaRa	mw-only		1		1
nawaparRa	mw-only		1		1
nawapattrikA	mw-only		1		1
nawaraNga	text-independent	bhs	1		1
nawasaMjYaka	mw-only		1		1
naweSvara	mw-only		1		
nawwapawwagrAma	mw-only		1		1
nayajA	mw-only		1		1
nayalocana	mw-only		1		1
nayanAnanda	mw-only		1		1
nayanAnta	mw-only		1		1
nayanOzaDa	mw-only		1		1
nayanacCada	mw-only		1		1
nayanajala	mw-only		1		1
nayanasuKa	mw-only		1		1
nayanavAri	text-independent	ap	1		1
nayanetar	pwg-unique				1
nayanopAnta	mw-only		1		1
nayanotsava	mw-only		1		1
nayapIWI	text-independent	ap	1	skd	1
nayasAra	mw-only		1		1
nayaviveka	mw-only		1		1
nayuta	text-independent	bhs	1		1
nazwAgni	mw-only		1		1
nazwAptisUtra	mw-only		1		1
nazwacezwa	text-independent	ap	1		1
nazwavIja	pwg-unique				
nazwendriya	text-independent	ap	1		1
nazwendukalA	text-independent	ap	1	skd	1
nejaka	mw-only		1		1
nela	text-independent	bhs	1		1
nelu	text-independent	bhs	1		1
nemAditya	mw-only		1		1
nemaSAha	mw-only		1		1
nemanATa	mw-only		1		1
nemiMDara	text-independent	bhs	1		1
nemicaritra	mw-only		1		1
nemin	text-independent	bhs	1		1
nepAlaka	mw-only		1		1
nepAlamUlaka	mw-only		1		1
nepAlanimba	mw-only		1		1
nerella	mw-only		1		1
neruNgala	mw-only		1		1
netI	text-independent	ap	1		1
netrAmbu	text-independent	ap	1	skd	1
netrAri	mw-only		1		1
netrOzaDI	mw-only		1	skd	1
netrOzaDa	mw-only		1		1
netracCada	mw-only		1		1
netramInA	kosa-only			skd	
netraparyanta	text-independent	ap	1		1
netrapiRqa	mw-only		1		1
netrapuzkarA	mw-only		1	skd	1
netraraYjana	mw-only		1		1
netrarogahan	mw-only		1		1
netraroman	text-independent	ap	1		1
netraruj	mw-only		1		1
netratriBAgabrahmayaSasvin	mw-only		1		
netravastra	mw-only		1		1
netrayoni	mw-only		1		1
netrika	text-independent	bhs	1		1
nevala	text-independent	bhs			
nezwu	mw-only		1		1
nfDarman	text-independent	ap	1		1
nfSaMsa	text-independent	ap90|ap|gra	1		1
nfjala	mw-only		1		1
nfkesarin	text-independent	ap	1		1
nfmeDa	text-independent	ap|gra	1		1
nfpABIra	mw-only		1		1
nfpADvara	mw-only		1		1
nfpAMSa	mw-only		1		1
nfpAhvaya	mw-only		1		1
nfpAkfzwa	mw-only		1		1
nfpAmaya	mw-only		1		1
nfpAnna	mw-only		1		1
nfpAvarta	mw-only		1		1
nfpaSrezWa	mw-only		1		1
nfpaSu	mw-only		1		1
nfpaYcAsya	mw-only		1		1
nfpabadara	mw-only		1		1
nfpadruma	mw-only		1		1
nfpakanda	mw-only		1		1
nfpakumAra	pwg-unique				
nfpalakzman	mw-only		1		1
nfpamANgalyaka	mw-only		1		1
nfpamAna	mw-only		1		1
nfpamandira	mw-only		1		1
nfpapriya	mw-only		1		1
nfpapriyaPalA	mw-only		1	skd	1
nfpasaBa	mw-only		1		1
nfpatAla	mw-only		1		1
nfpavallaBa	mw-only		1		1
nfpocita	mw-only		1		1
nfsena	mw-only		1		1
nfsiMhASrama	pwg-unique				1
nfsiMhIya	mw-only		1		1
nfsiMhaBawwa	pwg-unique				1
nfsiMhacampU	mw-only		1		1
nfsiMhaka	pwg-unique				1
nfsiMhamUrtyAcArya	pwg-unique				1
nfsiMhaparicaryA	mw-only		1		
nfsiMhapurARa	mw-only		1		1
nfsiMhasarasvatI	pwg-unique				1
nfsiMhatApanIya	pwg-unique				1
nftyaSAlA	mw-only		1		1
nftyahasta	mw-only		1		1
nftyasTAna	mw-only		1		1
nftyasarvasva	mw-only		1		1
nfvarAha	mw-only		1		1
nfvezwana	mw-only		1		1
nfyugma	mw-only		1		1
ni	text-independent	ap90|ap|gra	1	skd	1
niBAlana	mw-only		1		1
niBUta	text-independent	ap90|ap	1		
niDISvara	mw-only		1		1
niDi	text-independent	gra	1		1
niDinATa	mw-only		1		1
niDvAna	mw-only		1		1
niDyAna	text-independent	bhs	1		1
niGaRwa	text-independent	bhs	1		1
niGaRwi	mw-only		1		1
niGaRwikA	mw-only		1	skd	1
niGaRwu	mw-only		1		1
niGaRwurAja	mw-only		1		1
niGarzaRa	mw-only		1		1
niGnaka	mw-only		1		1
niHSUka	text-independent	ap	1		1
niHSaMsaya	pwg-unique				
niHSaNkA	mw-only		1		1
niHSama	mw-only		1		1
niHSmaSru	mw-only		1		1
niHSoDya	text-independent	ap	1		1
niHkzepa	text-independent	bhs	1		1
niHsAra	text-independent	ap	1		1
niHsIman	text-independent	ap	1		1
niHsaMDi	text-independent	ap	1		1
niHsaMKya	text-independent	ap	1		1
niHsaMkakza	mw-only		1		1
niHsaNga	mw-only		1		1
niHsaciva	mw-only		1		1
niHsaraRa	text-independent	bhs	1		1
niHsaratva	mw-only		1		1
niHsneha	text-independent	ap	1		1
niHsnehaPalA	mw-only		1		1
niHsvaBAva	mw-only		1		1
niHsvana	text-independent	ap	1		1
niPAlana	mw-only		1		1
niPena	mw-only		1		1
niRqikA	mw-only		1	skd	1
niSABaNgA	mw-only		1	skd	1
niSADISa	mw-only		1		1
niSAbala	mw-only		1		1
niSAcarman	text-independent	ap	1		1
niSAdAputra	text-independent	bhs	1		1
niSAda	mw-only		1		
niSAdarSin	text-independent	ap	1		1
niSAdi	mw-only		1		1
niSAhasa	mw-only		1		1
niSAhvA	text-independent	ap	1	skd	1
niSAjala	mw-only		1		1
niSAmaRi	mw-only		1		1
niSAmfga	mw-only		1		1
niSAmuKa	mw-only		1		1
niSAnArAyaRa	mw-only		1		1
niSAnta	text-independent	ap	1		1
niSApuzpa	mw-only		1		1
niSAraRa	mw-only		1		1
niSAratna	mw-only		1		1
niSAruka	mw-only		1		1
niSAtyaya	mw-only		1		1
niSAvana	mw-only		1		1
niSAvedin	text-independent	ap	1		1
niSAwa	mw-only		1		1
niSAwaka	mw-only		1		1
niSAwana	mw-only		1		1
niSEta	mw-only		1		1
niSITinInATa	mw-only		1		1
niSITyA	text-independent	ap90|ap	1	skd	1
niSamana	mw-only		1		1
niSaraRa	mw-only		1		1
niScAraka	mw-only		1		1
niScAyaka	text-independent	ap90|ap	1		1
niScalANga	text-independent	ap	1		1
niScaya	mw-only		1		1
niScetas	text-independent	ap	1		1
niScezwA	mw-only		1		1
niSciti	mw-only		1		1
niScitta	text-independent	bhs	1		1
niScukkaRa	mw-only		1		1
niSeSa	mw-only		1		1
niSipAla	mw-only		1		1
niSipuzpA	mw-only		1	skd	1
niSita	text-independent	ap90|ap	1		1
niSotsarga	mw-only		1		1
niSrama	mw-only		1		1
niSreRi	text-independent	ap90|ap			
niSumBana	mw-only		1		1
niSumBin	mw-only		1		1
nibala	mw-only		1		1
nibanDa	mw-only		1		1
nibanDasaMgraha	mw-only		1		1
nibandDar	pwg-unique				1
niboDa	pwg-unique				
nicCavi	text-independent	bhs	1		1
nicCeda	mw-only		1		1
nicaya	mw-only		1		1
nicft	mw-only		1		1
nicikI	text-independent	ap90|ap	1	skd	1
nicolaka	mw-only		1		1
niculaka	mw-only		1		1
nidAGakara	mw-only		1		1
nida	text-independent	ap90|ap	1		1
nidadru	mw-only		1		1
nideSin	text-independent	ap90|ap	1		1
nidigDa	text-independent	ap90|ap	1		1
nidrA	text-independent	ap90|ap|gra	1	skd	1
nidrAdaridra	mw-only		1		1
nidrAsaMjanana	mw-only		1		1
nidrAvfkza	mw-only		1		1
niduSa	mw-only		1		1
nigUQa	text-independent	ap90|ap	1		
nigaRa	mw-only		1		1
nigraha	mw-only		1		1
nigranTana	mw-only		1		1
nigu	text-independent	ap90|ap	1		1
nihAra	text-independent	ap90|ap	1		1
nihanana	mw-only		1		1
nihiMsana	mw-only		1		1
nija	text-independent	ap90|ap	1		1
nikAlya	pwg-unique				1
nikAraRa	mw-only		1		1
nikAsa	mw-only		1		
nikAyAntarIya	text-independent	bhs	1		1
nikAyin	text-independent	ap	1		1
nikUla	text-independent	bhs	1		1
nikara	mw-only		1		1
nikarzaRa	text-independent	ap90|ap	1		1
nikasa	mw-only		1		
nikftimant	pwg-unique				1
nikoTaka	mw-only		1		1
nikoWaka	pwg-unique				1
nikrIqa	mw-only		1		1
nikuYjikAmlA	mw-only		1	skd	1
nikulInikA	text-independent	ap90|ap			
nikumBAKyavIja	pwg-unique				
nikumBa	mw-only		1		1
nikumBita	mw-only		1		1
nikzA	text-independent	ap90|ap	1	skd	
nikzepin	mw-only		1		1
nikzuBA	text-independent	ap90|ap	1		1
nilaya	mw-only		1		1
nilayasundara	mw-only		1		1
nilimpanirJarI	text-independent	ap	1	skd	1
nilimpikA	text-independent	ap	1	skd	1
nimISvara	mw-only		1		1
nimIlana	mw-only		1		1
nimbAditya	mw-only		1		1
nimbUka	mw-only		1		1
nimba	mw-only		1		1
nimbadeva	mw-only		1		1
nimbaka	pwg-unique				1
nimbarajas	text-independent	bhs	1		1
nimbataru	mw-only		1		1
nimbavIja	pwg-unique				
nimezadyut	text-independent	ap	1		1
nimezaka	mw-only		1		1
nimezakat	pwg-unique				
nimezaruc	text-independent	ap	1		
nimittakAraRa	mw-only		1		1
nimittakft	text-independent	ap	1	skd	1
nimittanidAna	mw-only		1		1
nimittavid	text-independent	ap	1		1
nimiza	text-independent	gra	1		1
nimizakzetra	mw-only		1		1
nindA	text-independent	ap	1	skd	1
nindatala	text-independent	ap	1		1
nindin	mw-only		1		1
nindu	mw-only		1		1
nipAtya	mw-only		1		1
nipa	text-independent	gra	1		1
nirASA	text-independent	ap	1		1
nirASIBAva	mw-only		1		1
nirAdeSa	mw-only		1		1
nirAgama	text-independent	ap	1		1
nirAka	mw-only		1		1
nirAkftin	mw-only		1		1
nirAlamba	text-independent	ap	1		1
nirAlambopanizad	mw-only		1		1
nirAmAlu	mw-only		1		1
nirAsana	mw-only		1		1
nirAyati	text-independent	ap	1		1
nirBAgya	text-independent	ap	1		1
nirBarita	mw-only		1		1
nirBawa	text-independent	ap90|ap	1		1
nirBaya	text-independent	ap	1		1
nirBfti	text-independent	ap	1		
nirDArya	text-independent	ap90|ap	1		1
nirDUma	text-independent	ap	1		1
nirDarma	text-independent	ap	1		1
nirGUriRI	text-independent	ap	1		1
nirGawa	mw-only		1		1
nirGozAkzaravimukta	text-independent	bhs	1		1
nirISvara	text-independent	ap	1		1
nirIza	mw-only		1		1
nirRAyana	mw-only		1		1
nirRara	mw-only		1		1
nirRayAmfta	mw-only		1		1
nirRayadIpa	mw-only		1		1
nirRayadIpikA	mw-only		1		1
nirRayadarpaRa	mw-only		1		1
nirRayakamalAkara	mw-only		1		1
nirRayana	text-independent	bhs	1		1
nirRayapAda	mw-only		1		1
nirRayasinDu	mw-only		1		1
nirUha	mw-only		1		1
niraMSuka	pwg-unique				1
niraSana	text-independent	ap	1		1
niramarza	text-independent	ap	1		1
niranubanDaka	mw-only		1		1
nirapAyin	pwg-unique				1
nirapa	mw-only		1		1
nirapavAda	text-independent	ap	1		1
nirapavarta	text-independent	ap	1		1
nirarbuda	text-independent	bhs	1		1
nirasa	text-independent	ap90|ap			1
niravadya	text-independent	ap|bhs	1		1
niravahAlikA	text-independent	ap90|ap	1	skd	1
niravalamba	text-independent	ap	1		1
niravinda	mw-only		1		1
nirbarhaRa	text-independent	ap90|ap	1		1
nirboDa	mw-only		1		1
nirbusIkfta	mw-only		1		
nirdagDikA	mw-only		1		1
nirdaqa	text-independent	ap90|ap	1		1
nirdeva	mw-only		1		1
nirdezwar	pwg-unique				1
nirdigDikA	pwg-unique				1
nirfti	text-independent	gra	1		1
nirgUQa	text-independent	bhs	1		1
nirga	mw-only		1		1
nirgama	mw-only		1		1
nirganDana	pwg-unique				1
nirganDapuzpI	mw-only		1	skd	1
nirgranTaSAstra	mw-only		1		1
nirgranTaka	text-independent	ap	1		1
nirgranTana	mw-only		1		1
nirgranTi	text-independent	bhs	1		1
nirguRwI	mw-only		1		1
niriNginI	text-independent	ap	1		
nirjalada	mw-only		1		1
nirjara	text-independent	ap	1		1
nirjarasarzapa	mw-only		1		1
nirjvara	text-independent	ap|bhs	1		1
nirlavaRa	mw-only		1		1
nirlipta	text-independent	ap	1		1
nirlvayanI	text-independent	ap90|ap	1	skd	1
nirmAKya	mw-only		1		1
nirmAlI	mw-only		1		1
nirmAna	text-independent	ap	1		1
nirmUlana	mw-only		1		1
nirmaTa	text-independent	bhs	1		1
nirmaj	text-independent	gra	1		
nirmalopala	mw-only		1		1
nirmamatA	mw-only		1		1
nirmanTa	mw-only		1		1
nirmantra	text-independent	ap	1		1
nirmeDa	text-independent	ap	1		1
nirmocaka	mw-only		1		1
nirmuwa	mw-only		1		1
nirnASana	text-independent	ap	1		1
nirnAyaka	text-independent	ap	1		1
niruktakAra	mw-only		1		1
nirunmAda	mw-only		1		1
nirupaBoga	text-independent	ap	1		1
nirupahata	text-independent	ap	1		1
nirupakArin	mw-only		1		1
nirupakrama	text-independent	ap	1		1
nirupalepa	text-independent	bhs	1		1
nirutseka	pwg-unique				1
nirvARI	mw-only		1		1
nirvARa	text-independent	ap90|ap	1		1
nirvARamaRqapa	mw-only		1		1
nirvARamantra	mw-only		1		1
nirvARamastaka	mw-only		1		1
nirvARayogottara	mw-only		1		1
nirvARin	mw-only		1		1
nirvAhin	text-independent	ap90|ap	1		1
nirvArya	text-independent	ap			1
nirvIja	text-independent	ap	1		
nirvaha	pwg-unique				1
nirvarRana	mw-only		1		1
nirvastra	mw-only		1		
nirvezwana	mw-only		1		
nirvikalpa	text-independent	ap	1		1
nirvikalpakavicAra	pwg-unique				1
nirvikalpana	pwg-unique				1
nirvizaya	text-independent	ap	1		1
nirvyaTana	mw-only		1		1
niryAma	mw-only		1		1
niryAtar	pwg-unique				1
niryAti	text-independent	bhs	1		1
niryUza	text-independent	ap	1		1
niryukti	text-independent	ap	1		1
niryuktika	text-independent	ap	1		1
nisaMpAta	text-independent	ap90|ap			1
nisinDu	mw-only		1		1
nisnAva	mw-only		1		1
nistanI	text-independent	ap90|ap	1	skd	1
nistandri	text-independent	ap	1		1
nistarhaRa	mw-only		1		
nistrERapuzpaka	mw-only		1		1
nistriMSapattraka	mw-only		1		1
nistruwI	text-independent	ap90|ap	1		1
nistuzakzIra	mw-only		1		
nistuzaratna	mw-only		1		1
nistuzita	text-independent	ap	1		1
nitarAm	text-independent	ap	1		1
nityAnandASrama	pwg-unique				1
nityAnanda	mw-only		1		1
nityanATa	mw-only		1		1
nityanATasidDa	pwg-unique				
nityapAda	mw-only		1		1
nityapUjAyantra	mw-only		1		1
nityatA	text-independent	ap90|ap	1		1
nityavEkuRWa	mw-only		1		1
nityayOvana	mw-only		1		1
nityodyukta	text-independent	bhs	1		1
nityotkziptahasta	text-independent	bhs	1		1
nivAsaBUmi	mw-only		1		1
nivAsana	text-independent	bhs	1		1
nivasaTa	mw-only		1		1
nivasana	mw-only		1		1
nivasati	mw-only		1		1
niveSadeSa	mw-only		1		1
niveSya	mw-only		1		1
nivedayizu	mw-only		1		1
nivezwa	mw-only		1		1
nivezwavya	mw-only		1		1
nivft	text-independent	ap90|ap	1		1
niwala	mw-only		1		1
niwwala	mw-only		1		1
niyAma	text-independent	bhs	1		1
niyAmana	mw-only		1		1
niyAtana	text-independent	ap90|ap	1		1
niyamAnanda	mw-only		1		1
niyama	mw-only		1		1
niyamasTiti	mw-only		1		1
niyodDar	pwg-unique				1
niyojyAnvayanirUpaRa	mw-only		1		1
niyojya	mw-only		1		1
niyukta	text-independent	ap90|ap	1		1
nizWA	text-independent	ap|gra	1	skd	1
nizWIva	text-independent	bhs	1		1
nizWUrin	mw-only		1		1
nizWeva	mw-only		1		1
nizWevana	mw-only		1		
nizWura	text-independent	ap90|ap	1		1
nizWyUti	mw-only		1		1
nizaDendrakAvya	mw-only		1		1
nizaRRaka	text-independent	bhs	1		1
nizad	text-independent	ap90|ap|gra	1		1
nizada	mw-only		1		1
nizavya	pwg-unique				
niziDa	mw-only		1		1
nizkAlika	text-independent	ap	1		1
nizkAraRa	text-independent	ap	1		1
nizkAsana	mw-only		1		1
nizkAsin	mw-only		1		1
nizkAsita	text-independent	ap90|ap	1		
nizkaRWa	mw-only		1		1
nizkanizWa	mw-only		1		1
nizkfpa	mw-only		1		1
nizkleSa	mw-only		1		1
